embedding_x,embedding_y
16.28878,-2.3256571
-4.921658,18.278505
2.7234793,20.677643
17.261501,2.8820717
16.287235,-3.3876867
17.056849,2.2913907
16.231928,-2.3713222
9.131085,16.177967
16.33858,-3.1366515
-3.4547865,8.134322
-5.987797,13.59903
16.333443,-3.8879073
18.335793,11.046469
18.482452,12.02627
17.237179,3.069154
-6.0351706,13.570172
16.316446,-2.2432544
18.295206,10.753022
16.2787,-5.541673
7.622973,18.288752
-4.752365,14.28117
18.452415,7.77444
18.458315,7.822722
16.270197,-5.671962
16.80495,-8.052805
17.351097,3.5120196
16.287527,-5.5434422
0.43500736,18.202139
7.6197257,9.246134
-6.6767387,-14.034142
17.178997,2.3930552
18.656218,9.460016
-3.092186,8.907641
17.344444,3.9080305
16.944956,2.9146202
16.533804,-7.1786866
-6.6489015,-14.068383
6.942811,9.3428135
-5.4060326,3.6416624
16.523645,-7.1645956
16.269209,-3.534057
-5.1925716,5.158221
17.16464,3.7970712
18.632576,9.118424
17.021494,2.2057927
18.27802,11.078243
18.073444,5.9725714
17.33169,3.6561043
18.407284,12.192162
-6.0826087,13.125897
16.799131,-0.6529441
-2.6304524,-5.219166
17.256557,2.7771373
-2.1077101,-5.8313646
-4.364876,11.95055
7.2212973,9.446168
-5.969329,13.627531
18.31431,10.571044
16.551435,-7.244283
6.9841537,10.615738
-5.3332,18.45547
8.798009,16.829395
16.280458,-5.3815475
-5.0540943,7.430339
0.5504273,18.320744
9.22829,15.92325
16.291803,-5.835086
18.061853,5.7423983
-5.1098375,18.355581
16.329626,-4.109022
7.3720236,9.09506
8.80046,16.844402
18.398188,7.633268
-4.515296,0.6834973
16.236143,-5.169803
16.36156,-6.659425
16.339512,-4.3164597
-4.9884295,7.5200353
9.218606,15.909162
9.223911,16.172066
17.155682,2.473244
8.679066,17.006702
18.165258,10.867692
18.36828,10.484088
16.313389,-6.092658
-3.113407,18.431812
16.380892,-6.6535378
16.418482,-0.66007525
17.024336,2.4194791
16.406778,-0.4881621
17.326538,3.8003798
-2.6732454,-5.186253
16.256344,-2.655562
16.762892,-0.35824504
-5.111506,7.7443194
18.468872,9.161874
8.450662,17.374826
17.927135,5.9925957
16.389496,-6.674612
18.00553,5.601968
1.7935059,-7.8623533
-3.1612325,18.419977
-5.4356613,18.5083
17.774483,5.5274105
18.613544,9.96388
18.160332,5.8591747
18.426544,7.6607428
1.0880748,18.529306
17.320095,3.7803547
17.8113,5.435375
18.36006,12.2086315
18.395365,9.402391
17.00433,3.2014484
17.020662,2.1655312
-4.990637,7.6864176
18.493885,11.99402
4.7088203,-8.668227
-2.7525628,18.706923
18.453888,9.0620365
9.168226,15.843489
16.847242,-8.132726
16.658556,-0.053593002
16.687565,0.064394556
-4.3753076,15.490267
-4.828783,14.261603
16.437237,-6.90194
16.707594,-0.09265618
16.47981,-7.042905
18.382708,12.169133
6.935033,9.331008
-5.5531793,18.584942
16.687923,-7.851758
16.291937,-5.2170444
16.356213,-4.2001977
-4.716617,18.189964
16.278845,-5.7304068
0.7905326,18.516888
-4.2209516,11.437159
16.338692,-2.0089955
16.276169,-3.40544
-3.1220632,8.821733
18.492949,7.8970113
16.279074,-5.641745
18.307934,11.118762
18.675192,9.369268
8.690026,16.945602
18.409666,7.6694336
16.51474,-7.126633
17.842176,5.477885
16.288,-2.2366154
7.474743,10.218723
-4.258632,11.76281
16.463606,-1.1173738
0.8995691,-7.2527018
-3.3641303,17.377266
17.912237,6.29815
-2.3610058,-5.481056
16.322617,-2.821483
16.2516,-4.8887033
18.346645,7.4121943
16.465647,-1.126405
1.3885498,-7.5222616
8.685346,16.965456
9.05282,15.6437645
18.362238,12.239703
1.7920476,-7.861922
17.226181,4.0883713
16.29873,-3.9968474
-4.2965508,11.820859
-3.6978104,17.699076
-2.8792677,18.615685
-3.8358018,17.554651
18.12119,6.9232326
16.284271,-4.924699
-2.4173913,-5.4240847
-4.211988,11.439492
-3.3019404,-3.9229712
-5.4197564,18.506208
16.846615,-8.130083
7.013714,10.617968
17.530708,10.697277
17.178423,3.0865085
-0.57147735,-6.736586
8.551813,17.288176
16.455513,-6.855453
16.463684,-1.1407614
16.269936,-5.5018334
16.28173,-5.4949737
16.42544,-0.44255853
0.92911726,-7.2584777
7.2522388,18.541393
16.394426,-6.696621
16.365086,-6.5930495
-0.85095376,-6.6221805
16.307331,-5.030083
9.042866,15.735756
16.44657,-0.775055
18.375776,12.181021
18.445312,9.653123
16.598307,-0.094725
17.961466,5.440388
16.747925,-0.4653764
-5.0882816,7.964267
16.41389,-6.7774906
16.295715,-2.2523534
16.249239,-5.439926
17.004831,3.0537002
16.474365,-6.890048
16.305298,-5.008431
17.096647,2.2943242
17.911371,6.203782
16.32225,-2.2156036
-6.1610093,18.841747
16.351776,-6.517341
16.304173,-5.644042
-4.46657,0.567237
16.331322,-4.7510552
16.437405,-6.7892046
-3.2808013,17.589727
7.385851,9.064752
16.933584,2.8875463
18.215277,10.765068
9.223636,15.892687
16.289345,-5.4603763
18.404732,10.265022
-5.532391,18.56431
-3.9620543,17.09902
16.335846,-4.230149
17.837967,5.421849
18.365845,7.5922084
16.287569,-4.7816095
16.277075,-5.582831
7.2067966,18.578976
18.544401,9.897077
7.576374,18.325144
16.277237,-2.4316316
18.29231,11.101516
18.46961,7.8737082
-2.060932,-5.8876696
-4.915117,4.3595247
16.296207,-4.5489264
16.342714,-4.0003343
-6.0834074,18.818644
16.666145,0.003828094
17.196577,4.0403414
16.28259,-5.750723
-3.0877714,18.220139
18.568153,8.178853
-6.071975,13.491351
8.551114,17.289349
-4.3439617,13.274851
-4.032267,18.044865
16.410315,-6.6905675
18.193327,10.70241
17.049889,2.3300383
1.1456188,-7.3761344
-6.058085,13.510248
16.297962,-4.754627
-6.115048,13.179809
-5.4981318,18.551682
-3.767676,14.727304
-4.1766925,11.431912
16.418327,-6.750479
18.466213,12.017595
8.555157,17.336292
0.24862465,-6.9774
17.03335,2.85969
-5.889202,3.500802
16.275955,-5.4142575
16.289824,-2.2981825
17.893688,6.2031956
16.374088,-0.46032378
17.915812,5.3375745
18.693375,9.393724
8.581996,17.295723
-4.4138613,-0.25208715
-5.001182,14.045642
17.735544,5.6264052
16.250605,-5.262284
16.428799,-6.7985945
16.319927,-4.4751906
16.382917,-0.4934031
16.454372,-6.848865
-3.8180928,17.495996
16.311302,-6.033945
17.011944,2.283687
16.269728,-3.25096
-6.093702,18.81524
-5.680365,18.647161
18.449331,9.433999
16.71493,-7.890055
0.11668184,18.225964
-4.9299674,4.4260297
16.972315,3.0105062
-3.4859416,8.15161
-5.065678,4.98645
0.3624522,18.196592
-2.931956,18.527412
6.911589,9.439724
-2.7547424,18.50151
-5.081133,7.986781
-4.245449,15.564328
-3.1619916,9.01997
7.4996595,9.289586
-0.08142023,-6.9266295
-3.388834,-3.7700503
7.497565,10.201268
16.521116,-7.189829
16.260122,-5.5364857
-5.4739065,18.523449
4.4975743,-8.533156
17.214321,3.446177
17.349682,3.499154
17.927458,6.268322
18.390156,10.445706
9.288589,26.151667
-3.88724,16.593222
-3.0379474,-4.5974655
17.121515,3.2281325
-1.2733039,-6.3667665
17.275137,3.412523
16.664467,-0.14592391
18.173498,10.863146
0.52817005,18.318918
7.588799,9.302095
7.3926163,10.248879
0.55420834,18.364605
-6.0079603,12.995155
17.330559,3.435911
-5.3574057,18.477854
9.092325,15.854202
4.4795017,-8.521449
18.581297,8.195469
8.958,16.636154
-5.6415205,18.629326
7.625488,18.29148
17.058775,2.3638127
7.6127076,18.297823
17.924446,6.353769
-4.2461295,15.578283
17.79467,5.788191
17.053864,2.3867474
17.330122,3.871312
17.201426,2.6466794
-5.4125547,18.503986
9.070296,15.678619
4.7204733,-8.65899
-4.087124,15.341429
7.6475086,9.213333
-4.246063,15.576438
-3.9546177,16.666433
-5.1266966,18.37337
1.2962416,20.159897
-2.0746052,-5.886011
-2.8662922,18.40117
16.316616,-2.147257
17.100134,2.3172135
17.11021,2.511995
16.826605,-0.5868468
16.266373,-5.4838448
17.08423,2.6621747
16.307945,-4.981154
17.240114,4.252357
16.67019,-0.35143414
-3.1733148,17.840567
17.81679,5.4935384
16.310532,-3.093275
-0.109580055,20.054401
7.670934,18.227434
-6.6572948,-14.061855
18.592218,9.422047
16.510046,-7.131162
9.323444,16.001572
-5.0418887,7.6831303
-5.312471,18.454927
-4.8801765,4.5756283
16.530264,-7.1818175
-3.1202207,-4.227968
9.003414,16.629906
18.521244,11.433446
18.228685,10.925452
18.57055,9.459242
16.73585,-0.37367782
18.322653,7.5281043
17.777489,6.051219
16.45473,-1.1718111
16.343042,-4.166822
16.5749,-0.19481489
-3.599837,18.02157
-5.7196918,18.667206
-4.320793,11.898079
16.269384,-2.5245898
0.36270034,18.104223
16.42344,-6.763527
16.479088,-1.0816766
17.202751,4.0485477
16.251347,-3.9375722
-3.2496305,-3.947615
16.28503,-5.0482
16.36615,-6.5654964
1.2858394,-7.4881334
16.413797,-0.42152476
17.896858,6.421813
-5.8718476,3.8377726
-4.5850334,1.1754583
-5.0472636,7.6899295
16.285107,-5.2896137
16.318378,-5.451364
18.469725,9.89854
-5.30651,18.449186
7.1946287,18.585499
16.557129,-7.175786
9.315285,16.040045
18.406517,10.245423
18.353842,12.21425
16.386026,-1.9390795
-6.1146955,13.176715
-4.6028495,14.792588
18.529846,10.033538
16.270662,-5.4178195
18.662178,9.465168
17.277557,3.7442822
16.225527,-4.933584
16.334545,-2.1927707
-4.504269,0.64261305
-4.931725,4.352892
7.236091,18.554882
-4.4181037,-0.23354664
-4.8380575,4.5425158
16.336765,-4.1781187
16.66746,0.03003954
8.649298,17.002869
0.30527785,18.063389
16.2858,-3.6357381
-0.07943764,-6.9383125
1.8029177,-7.8751373
16.327375,-2.9852474
17.237684,4.3044534
16.420061,-6.771712
16.29808,-4.606964
-0.11839196,20.072393
-5.6013684,3.339344
18.48883,7.880897
16.273766,-5.408381
17.486593,10.735856
16.2592,-2.6596375
17.895395,6.3601193
18.419899,7.6584396
16.400225,-6.6952252
18.539516,8.077307
8.877023,16.743628
16.95309,3.037667
16.346176,-3.936419
0.87544984,-7.243731
16.753353,-0.4256901
16.744818,-0.42173183
16.942831,2.8277142
18.45157,7.819117
-4.2948995,11.8276415
17.022503,2.8318214
16.261679,-3.487491
-2.9861135,18.38459
-5.043979,4.875934
16.273869,-3.2725742
17.804886,5.9298406
4.4927616,-8.533281
8.907694,16.668888
7.6714187,18.231583
-6.0053062,13.018245
-6.0779767,13.259895
16.528181,-7.182271
1.2581995,-7.4777308
18.184519,10.788533
7.70493,18.203304
-2.1458077,-5.772031
16.282774,-3.478537
16.386688,-6.6582403
16.364952,-3.24993
-2.6562955,-5.188054
-5.6976542,18.650053
-2.8782446,18.50068
-4.3385243,13.285353
8.632589,17.026165
17.033213,2.3337364
-6.1771865,18.887838
16.295431,-2.4348464
18.50071,12.012066
-6.652233,-14.07033
8.569625,17.38459
-6.1581063,18.84001
0.89096373,-7.2471666
16.301477,-5.0212746
18.567797,8.167775
16.26859,-2.5075808
18.55898,8.160472
-5.0896673,7.908704
16.303978,-6.0063577
-6.126922,13.175225
16.298433,-4.7711325
17.759867,6.057622
-4.8576183,4.5489116
16.324558,-4.986323
16.3448,-2.7566814
16.840311,-8.123651
18.196249,10.946721
16.355263,-4.181216
6.9566693,10.636845
18.420282,7.79857
16.731983,-7.934028
16.322365,-0.603713
7.0482125,10.5491495
7.523164,9.272759
18.692108,9.402867
-3.0890582,18.498219
-6.6581373,-14.032072
7.721656,18.186573
16.279589,-3.3632698
16.2676,-5.3881583
16.317225,-3.6863546
17.34887,3.9150949
-4.8545213,4.523324
-4.904731,4.3962517
-4.2872167,11.8314495
-4.463864,0.54244316
4.463578,-8.521797
8.511771,17.34881
16.278408,-5.3448687
16.348433,-4.189289
16.671453,0.16009085
9.293738,16.005482
0.4165031,18.211952
18.195356,10.885536
17.843716,6.251752
-3.9603682,17.086454
17.96101,6.2610335
16.774662,-0.71146256
18.335958,7.673719
18.242527,10.95261
-4.34112,0.25818133
-4.8736625,4.5607057
16.410547,-6.6779485
16.29068,-3.6061614
18.054026,5.9802685
-3.3781939,18.37128
16.255985,-2.5954075
-5.086168,18.291372
18.232141,10.929915
-3.9604175,17.086645
7.509608,9.303285
4.472454,-8.524759
18.320501,12.227648
7.5728846,18.340168
7.565488,18.345554
-4.2941184,11.833469
-2.671334,-5.178401
16.614805,0.12201092
16.939034,2.9225254
16.388914,-2.3933704
-3.4436357,18.338367
18.445797,12.0514145
18.347883,10.451151
17.007872,3.1015165
16.349018,-3.8600636
-0.7809627,-6.658881
18.492765,11.980487
16.270256,-5.5345902
-4.358085,13.3278055
16.384815,-6.6815352
9.133802,15.776146
9.25725,26.115948
18.384491,12.149378
16.27614,-5.5989857
-1.8070916,-6.0767207
-6.228974,18.88287
0.9056167,-7.2563562
-4.3284345,15.298168
-4.9403625,4.3662806
16.316122,-4.0465574
-6.658519,-14.047933
17.68753,5.673677
18.466227,9.113808
16.269316,-2.508281
-3.9562325,17.223747
7.546373,10.140687
16.314745,-6.093607
8.889075,16.712236
16.639019,-0.10060141
16.259163,-3.4937344
16.424297,-0.6975637
16.411572,-6.7206273
7.452316,10.250612
16.331915,-3.4786375
16.971666,3.067849
18.142927,6.502815
16.247355,-5.458095
18.37738,10.254062
16.351938,-2.1779137
-4.6695848,14.489537
17.85351,5.6939435
18.576715,8.221702
-0.77403224,-6.6601586
18.491585,7.8926644
4.714512,-8.679819
16.343243,-3.4120178
16.668118,0.013626345
-3.2212923,-4.006094
-2.1327558,-5.778913
18.031746,5.8605723
16.27878,-3.3352683
16.282778,-2.5815308
16.30981,-4.3707767
17.066175,2.3014576
18.294817,7.544544
2.7780871,20.713089
7.288968,10.37693
-6.6361113,-14.085405
16.30278,-4.810158
-5.2350636,4.3035936
-4.372434,-0.49734545
-0.42812082,-6.808381
-2.8571558,18.61581
7.3187146,9.075309
16.247683,-3.093926
17.910534,6.4065833
16.342047,-4.24017
7.488011,10.202658
-3.2211187,17.955925
-2.508176,-5.330057
16.82637,-8.096032
16.676064,-0.044276528
16.272003,-3.5386918
18.189138,10.840473
9.09873,15.785286
-2.9573925,18.529564
-4.34501,11.924877
17.073793,2.295167
8.537757,17.427752
0.54671943,18.34786
16.355951,-2.7330105
1.2728187,-7.450496
-3.8489513,17.363892
16.279163,-5.6795807
17.339636,3.4225807
16.7165,-7.924795
17.274382,3.685498
-0.13799696,20.07287
-5.261914,5.3458056
17.883217,6.3920426
16.426035,-6.7749043
-4.3785567,15.473557
17.041975,2.330461
16.278679,-5.6389856
18.630861,9.987527
16.340172,-3.8080158
0.9267218,-7.259899
-3.822708,17.567747
18.343601,7.536749
7.537887,9.260374
-4.86076,4.501799
16.372396,-2.5423357
-4.875458,4.5066333
17.484932,10.754948
8.479093,17.359823
11.256252,9.10857
17.246939,4.2491236
16.755508,0.018211365
-6.638632,-14.086598
16.326174,-2.8221455
16.277584,-5.393905
4.4991536,-8.538826
11.307245,9.138589
17.42389,10.761112
-6.0727262,13.118951
1.3038831,-7.473316
-3.2805882,-3.9279616
-3.262012,17.582594
16.98745,2.8496764
17.791643,5.666676
-4.830169,14.23592
16.36613,-2.381438
16.626854,-0.08563739
-4.408033,-0.4080018
1.2898374,-7.469312
1.7773365,-7.8414226
0.962229,-7.2790275
-2.6286433,-5.216631
-6.6386857,-14.090311
17.909212,6.3691273
18.247908,7.3534884
16.848186,-8.13433
3.8525164,21.294258
0.8730588,-7.240866
-3.286089,17.52771
7.502581,10.206463
-3.4391997,-3.6872673
16.251192,-2.526387
18.414778,9.501586
7.0140667,10.611305
18.465498,11.521885
16.66798,-7.8284535
7.36819,10.285397
2.7872329,20.712128
18.463333,7.8299284
18.345987,7.5613074
16.672033,0.01177439
2.691505,20.709492
4.495602,-8.533726
-5.067161,7.6812716
1.7504281,-7.8517647
0.98889244,-7.2772145
-4.887754,4.507576
-0.77917224,-6.6649027
-6.611109,-14.127291
16.31945,-2.9473176
4.77251,-8.689733
17.307388,3.7103765
16.541018,-7.165878
-4.312086,11.886825
-0.8053612,-6.646422
4.505765,-8.543216
-6.634661,-14.10104
0.27181593,18.11644
-3.9165678,17.333897
16.518925,-7.155145
1.0312902,18.555756
-6.1340265,13.163613
9.239109,12.41585
-6.635796,-14.103623
-3.4639726,17.565926
-2.3458803,-5.5205793
-6.6348333,-14.116252
-4.470796,0.5788297
-4.291424,11.80598
-4.2765875,15.548456
-4.2705665,15.585022
-4.2112246,11.45911
-4.2621894,11.765982
-3.202933,-4.0000634
-3.1527872,-4.1649437
-2.3597162,-5.5060782
-4.435075,0.5328809
-2.6131132,-5.251864
-2.0487823,-5.932906
0.28582793,-7.0177426
1.2854948,-7.4753246
16.278181,-4.94421
1.4434114,-7.5626297
-4.1842966,11.436292
0.9688703,-7.2775984
-6.654,-14.102771
-6.6357017,-14.103563
17.746584,5.8957896
16.349133,-3.873708
16.322475,-2.9444106
16.25973,-5.038892
4.5007067,-8.518542
-4.875955,4.5814266
16.322086,-4.055038
-5.6985297,18.652227
-2.9255137,18.532946
4.7381034,-8.688424
17.09344,2.2876775
-2.5884614,-5.2729526
0.22169946,18.136734
-5.065269,4.9779215
-3.5818126,12.739831
1.2909213,-7.4755883
1.0644023,-7.3248158
-4.262639,11.779667
17.293573,3.577212
16.340881,-2.595544
17.35071,3.8745174
1.3203307,-7.454519
-4.1711574,16.032425
1.2964351,-7.477184
-6.63552,-14.098274
-0.45287606,-6.7867875
-0.5000925,-6.76461
4.4806027,-8.528422
18.694473,9.458913
17.718752,5.5102963
-5.0643306,7.9411335
16.321424,-3.0865998
18.185776,6.531803
17.42272,4.5687394
8.983455,16.637644
16.513773,-0.25866365
17.750679,5.667343
7.218047,18.591743
18.586905,9.56189
17.074135,2.8956237
16.296852,-2.9048097
9.287598,15.960855
16.918503,2.913092
16.472334,-7.0560837
-6.6366425,-14.10911
18.062239,6.534115
4.5077724,-8.538556
18.353035,7.6254497
11.023049,9.001536
7.0112367,9.285433
16.25567,-5.2960305
17.939465,6.2742243
-4.3281627,15.687073
16.571228,-1.3063009
-0.37276226,-6.835454
18.49723,7.8376317
1.5081726,-7.5381575
16.948988,3.0248492
-6.6363196,-14.116047
-4.2942233,11.841058
16.703596,-0.023495806
16.284641,-4.887631
16.250645,-5.393152
0.5774912,20.150192
3.8547895,21.285967
16.291426,-5.085668
8.467006,17.413904
16.850183,-8.138833
17.221375,3.3683648
16.451237,-6.7382536
16.28629,-3.6435945
0.5754038,18.379696
18.597067,9.503211
18.345396,12.221247
-5.0327053,4.260419
17.329622,3.26807
7.33233,18.482628
11.054474,8.993301
18.569788,8.172093
10.923994,9.021744
-5.070558,7.94658
9.2725315,15.92992
-3.407474,18.458117
18.251518,7.401834
7.0467815,10.551142
16.387712,-0.50549644
-6.6369267,-14.112301
18.392517,12.174725
-5.272138,5.33319
18.362555,7.6327014
16.397009,-2.7877712
18.389538,7.753197
18.518873,8.044126
18.31037,7.515203
-5.10139,18.3723
17.262913,10.829642
7.02492,10.570201
17.469467,4.6150355
-4.334848,13.276346
-4.905869,14.124025
-5.158061,5.442965
-6.1045194,13.384653
16.276194,-5.4917674
16.526693,11.079432
16.341005,-2.4836464
17.357407,3.8376842
17.21876,3.4769592
1.8034142,-7.845121
-6.6361012,-14.124061
18.528145,8.09638
-5.0515966,4.84425
16.683132,0.072492085
8.897506,16.689041
18.46657,10.126545
4.7383738,-8.7006035
1.2733608,-7.4669104
16.712637,-0.07235454
16.270433,-2.5254273
7.3960457,9.063523
16.300838,-5.959768
7.413775,10.258101
-4.5677404,18.121353
7.4802017,9.145323
18.388458,10.710852
-4.899823,4.2367167
-4.912102,7.958987
1.0178815,18.552
-4.9069614,4.301231
17.003382,2.522921
8.633019,17.021784
18.458223,10.127287
18.725128,9.417579
16.255447,-2.6088233
16.244059,-2.810348
-3.1234722,8.904829
18.530516,8.085287
-3.0943687,-4.2306833
16.335106,-2.3345633
18.496735,12.024268
16.340979,-2.0861766
17.007372,3.2579727
16.27962,-3.5199041
9.055576,15.660252
17.854845,6.3518567
-5.257277,5.354558
16.310349,-4.678564
16.286854,-5.6842594
-3.9310658,17.289518
16.312563,-2.7280097
1.885189,20.35898
-5.0191965,7.947677
-4.422053,-0.33357716
7.3966465,9.062435
17.31932,3.8076959
17.24246,3.5340242
16.318064,-2.895666
16.540487,11.061196
17.905893,5.3407674
10.397109,25.898207
1.5045053,-7.585825
-4.14901,11.638443
-4.1002927,18.015377
0.5322741,18.365059
18.445602,10.35974
-5.6081853,3.910401
-4.993731,4.851581
-4.3088894,18.048136
-0.6364306,-6.7088046
-4.1421633,11.620201
18.60188,9.397374
16.721708,-0.51985025
-5.3513985,3.73738
-3.9871554,16.899994
16.233917,-5.2636256
16.464188,-6.960219
18.59257,9.848836
